orderID,empID,date,time,total,tip
1005657,1000,2022-02-11,19:07:58,12.75,0.51
1005658,1000,2022-02-11,19:08:40,10.75,0.65
1005659,2000,2022-02-11,19:09:36,4.75,0.05
1005660,2000,2022-02-11,19:15:18,16.0,0.32
1005661,3000,2022-02-11,19:16:04,5.5,0.0
1005662,2000,2022-02-11,19:16:40,5.0,0.4
1005663,2000,2022-02-11,19:19:20,17.75,0.71
1005664,1000,2022-02-11,19:20:02,3.5,0.0
1005665,1000,2022-02-11,19:22:35,24.25,3.4
1005666,3000,2022-02-11,19:23:50,5.25,0.42
1005667,1000,2022-02-11,19:25:03,24.25,0.97
1005668,1000,2022-02-11,19:26:24,22.5,2.7
1005669,3000,2022-02-11,19:27:33,21.75,0.43
1005670,1000,2022-02-11,19:29:00,5.0,0.15
1005671,3000,2022-02-11,19:35:40,6.5,0.33
1005672,2000,2022-02-11,19:35:51,8.0,0.88
1005673,4000,2022-02-11,19:38:35,5.75,0.81
1005674,1000,2022-02-11,19:41:05,8.5,0.51
1005675,3000,2022-02-11,19:41:22,20.75,2.49
1005676,2000,2022-02-11,19:41:50,11.0,0.33
1005677,3000,2022-02-11,19:45:13,12.75,1.28
1005678,1000,2022-02-11,19:47:16,17.5,2.45
1005679,3000,2022-02-11,19:48:30,5.25,0.0
1005680,4000,2022-02-11,19:48:56,12.75,0.38
1005681,3000,2022-02-11,19:50:13,12.0,0.84
1005682,1000,2022-02-11,19:50:27,7.0,0.84
1005683,1000,2022-02-11,19:50:51,28.75,0.58
1005684,1000,2022-02-11,19:54:51,10.25,1.33
1005685,2000,2022-02-11,19:58:15,4.5,0.27
1005686,4000,2022-02-11,19:58:25,14.0,0.42
1005687,4000,2022-02-11,20:00:50,7.0,0.0
1005688,3000,2022-02-11,20:00:52,21.2,2.33
1005689,2000,2022-02-11,20:00:58,11.0,0.0
1005690,2000,2022-02-11,20:01:52,14.5,0.58
1005691,1000,2022-02-11,20:02:39,15.25,0.91
1005692,1000,2022-02-11,20:04:36,4.5,0.49
1005693,2000,2022-02-11,20:09:54,13.5,1.49
1005694,1000,2022-02-11,20:11:57,15.75,1.58
1005695,4000,2022-02-11,20:14:27,23.75,0.0
1005696,2000,2022-02-11,20:16:23,6.0,0.42
1005697,2000,2022-02-11,20:22:58,6.0,0.9
1005698,1000,2022-02-11,20:28:52,4.5,0.23
1005699,1000,2022-02-11,20:30:08,5.75,0.12
1005700,1000,2022-02-11,20:33:54,38.25,4.59
1005701,3000,2022-02-11,20:34:36,6.75,0.27
1005702,1000,2022-02-11,20:35:27,16.25,1.14
1005703,3000,2022-02-11,20:38:01,21.95,3.07
1005704,1000,2022-02-11,20:40:33,10.25,0.51
1005705,3000,2022-02-11,20:44:41,5.75,0.34
1005706,2000,2022-02-11,20:49:48,4.75,0.43
1005707,2000,2022-02-11,20:55:59,19.75,0.4
1005708,2000,2022-02-11,21:00:58,26.0,0.0
1005709,3000,2022-02-11,21:02:38,7.25,0.07
1005710,3000,2022-02-11,21:05:28,8.5,1.02
1005711,1000,2022-02-11,21:05:51,12.25,1.23
1005712,1000,2022-02-11,21:06:46,10.5,1.57
1005713,4000,2022-02-11,21:07:28,20.25,0.61
1005714,2000,2022-02-11,21:09:47,12.0,0.12
1005715,2000,2022-02-11,21:14:16,34.5,1.38
1005716,3000,2022-02-11,21:17:29,8.75,0.96
1005717,4000,2022-02-11,21:19:25,9.75,0.88
1005718,3000,2022-02-11,21:19:55,7.0,0.98
1005719,2000,2022-02-11,21:20:20,5.0,0.65
1005720,1000,2022-02-11,21:24:02,4.0,0.48
1005721,3000,2022-02-11,21:24:19,9.75,0.39
1005722,3000,2022-02-11,21:30:31,16.25,2.11
1005723,4000,2022-02-11,21:31:27,22.5,2.93
1005724,2000,2022-02-11,21:32:04,26.0,1.04
1005725,1000,2022-02-11,21:38:16,4.5,0.04
1005726,3000,2022-02-11,21:43:34,15.75,0.16
1005727,2000,2022-02-11,21:46:53,11.0,0.99
1005728,4000,2022-02-11,21:47:48,18.0,2.34
1005729,1000,2022-02-11,21:55:55,7.25,0.07
1005730,3000,2022-02-11,22:01:52,3.25,0.42
1005731,3000,2022-02-11,22:03:48,17.0,2.55
1005732,1000,2022-02-11,22:20:08,6.25,0.0
1005733,1000,2022-02-11,22:20:56,6.25,0.69
1005734,1000,2022-02-11,22:25:36,8.25,0.33
1005735,3000,2022-02-11,22:27:32,17.5,0.18
1005736,2000,2022-02-11,22:28:00,8.0,0.8
1005737,2000,2022-02-11,22:34:31,16.5,2.31
1005738,4000,2022-02-11,22:36:57,8.0,0.96
1005739,4000,2022-02-11,22:56:22,14.75,0.89
1005740,1000,2022-02-12,11:02:46,15.25,1.37
1005741,1000,2022-02-12,11:05:51,14.75,0.0
1005742,2000,2022-02-12,11:21:51,3.25,0.29
1005743,3000,2022-02-12,11:22:21,33.25,4.66
1005744,2000,2022-02-12,11:23:09,14.25,1.28
1005745,2000,2022-02-12,11:25:22,14.0,1.96
1005746,3000,2022-02-12,11:42:14,10.0,0.8
1005747,3000,2022-02-12,11:56:12,12.0,1.2
1005748,2000,2022-02-12,12:14:33,28.75,4.31
1005749,1000,2022-02-12,12:31:08,10.5,1.26
1005750,4000,2022-02-12,12:33:41,23.0,2.3
1005751,3000,2022-02-12,12:42:21,10.0,1.5
1005752,2000,2022-02-12,12:49:54,20.25,1.42
1005753,2000,2022-02-12,13:05:07,7.25,0.58
1005754,4000,2022-02-12,13:07:29,6.5,0.0
1005755,1000,2022-02-12,13:10:22,4.0,0.52
1005756,3000,2022-02-12,13:23:01,7.5,0.82
1005757,3000,2022-02-12,13:29:56,14.0,1.4
1005758,2000,2022-02-12,13:35:09,24.2,3.39
1005759,1000,2022-02-12,13:58:03,7.5,0.67
1005760,4000,2022-02-12,14:06:46,6.75,0.0
1005761,2000,2022-02-12,14:09:41,32.5,2.92
1005762,4000,2022-02-12,14:19:48,9.0,0.81
1005763,1000,2022-02-12,14:22:28,8.0,0.72
1005764,2000,2022-02-12,14:24:53,12.75,1.15
1005765,3000,2022-02-12,14:32:20,6.5,0.52
1005766,3000,2022-02-12,14:37:11,29.5,3.25
1005767,4000,2022-02-12,14:39:49,16.25,0.16
1005768,2000,2022-02-12,14:47:18,7.25,0.65
1005769,4000,2022-02-12,14:56:34,7.0,0.07
1005770,3000,2022-02-12,14:56:41,6.5,0.52
1005771,3000,2022-02-12,14:57:21,6.25,0.31
1005772,2000,2022-02-12,14:58:13,11.75,1.53
1005773,1000,2022-02-12,15:00:20,16.75,2.18
1005774,3000,2022-02-12,15:07:14,6.5,0.46
1005775,3000,2022-02-12,15:08:15,11.5,1.72
1005776,2000,2022-02-12,15:14:02,4.5,0.18
1005777,4000,2022-02-12,15:29:13,7.0,0.7
1005778,2000,2022-02-12,15:29:47,19.75,0.59
1005779,2000,2022-02-12,15:36:18,14.0,1.4
1005780,4000,2022-02-12,15:42:44,3.25,0.49
1005781,1000,2022-02-12,15:46:09,38.25,1.15
1005782,3000,2022-02-12,15:47:40,7.5,0.53
1005783,3000,2022-02-12,15:48:23,21.0,2.94
1005784,3000,2022-02-12,15:48:39,21.25,0.64
1005785,3000,2022-02-12,16:03:57,19.75,2.96
1005786,4000,2022-02-12,16:06:17,16.75,0.67
1005787,1000,2022-02-12,16:07:59,26.25,3.15
1005788,1000,2022-02-12,16:14:25,8.0,0.8
1005789,4000,2022-02-12,16:18:20,10.5,1.57
1005790,2000,2022-02-12,16:21:49,15.5,2.02
1005791,3000,2022-02-12,16:29:12,4.75,0.38
1005792,3000,2022-02-12,16:49:32,24.25,3.64
1005793,4000,2022-02-12,16:56:22,12.0,0.6
1005794,2000,2022-02-12,16:59:48,6.5,0.0
1005795,3000,2022-02-12,17:05:08,21.25,0.64
1005796,1000,2022-02-12,17:18:26,8.5,0.85
1005797,2000,2022-02-12,17:20:29,4.75,0.38
1005798,4000,2022-02-12,17:26:27,8.25,0.99
1005799,2000,2022-02-12,17:28:49,4.5,0.09
1005800,3000,2022-02-12,17:47:19,3.75,0.49
1005801,3000,2022-02-12,17:49:17,14.25,1.71
1005802,1000,2022-02-12,17:57:12,30.75,2.77
1005803,3000,2022-02-12,18:01:10,18.75,1.12
1005804,3000,2022-02-12,18:05:33,11.0,0.99
1005805,3000,2022-02-12,18:09:39,16.75,0.84
1005806,1000,2022-02-12,18:16:29,8.75,0.7
1005807,2000,2022-02-12,18:19:53,13.0,1.95
1005808,2000,2022-02-12,18:22:27,5.75,0.29
1005809,1000,2022-02-12,18:24:07,6.25,0.25
1005810,4000,2022-02-12,18:31:00,30.75,4.61
1005811,4000,2022-02-12,18:32:19,12.75,0.38
1005812,1000,2022-02-12,18:33:39,4.0,0.08
1005813,1000,2022-02-12,18:35:04,7.0,0.63
1005814,2000,2022-02-12,18:36:36,5.0,0.0
1005815,2000,2022-02-12,18:39:19,23.0,2.53
1005816,2000,2022-02-12,18:39:47,3.75,0.19
1005817,4000,2022-02-12,18:41:52,12.5,0.62
1005818,4000,2022-02-12,18:51:19,31.75,0.64
1005819,3000,2022-02-12,18:55:04,7.25,0.58
1005820,3000,2022-02-12,18:55:35,34.5,4.83
1005821,3000,2022-02-12,18:57:39,14.25,1.71
1005822,1000,2022-02-12,18:59:19,19.75,0.4
1005823,4000,2022-02-12,19:01:00,39.5,4.74
1005824,2000,2022-02-12,19:01:38,6.5,0.52
1005825,3000,2022-02-12,19:05:13,17.0,2.55
1005826,2000,2022-02-12,19:06:06,7.0,0.63
1005827,4000,2022-02-12,19:09:15,9.0,0.72
1005828,2000,2022-02-12,19:14:08,6.25,0.31
1005829,3000,2022-02-12,19:22:34,11.25,0.79
1005830,4000,2022-02-12,19:23:40,15.5,0.31
1005831,2000,2022-02-12,19:36:16,26.95,1.62
1005832,2000,2022-02-12,19:36:38,11.75,1.65
1005833,1000,2022-02-12,19:43:22,33.75,2.7
1005834,1000,2022-02-12,19:43:45,22.75,2.73
1005835,2000,2022-02-12,19:47:23,5.5,0.0
1005836,2000,2022-02-12,19:50:25,27.2,0.82
1005837,3000,2022-02-12,19:51:54,7.0,0.63
1005838,1000,2022-02-12,19:54:11,6.75,0.34
1005839,1000,2022-02-12,20:02:34,13.5,0.14
1005840,1000,2022-02-12,20:04:00,31.0,0.62
1005841,4000,2022-02-12,20:05:51,6.0,0.42
1005842,3000,2022-02-12,20:10:44,12.5,0.0
1005843,1000,2022-02-12,20:12:17,20.7,0.21
1005844,1000,2022-02-12,20:12:28,7.0,0.7
1005845,3000,2022-02-12,20:15:19,4.5,0.04
1005846,1000,2022-02-12,20:16:33,6.75,0.81
1005847,1000,2022-02-12,20:18:57,16.0,1.92
1005848,3000,2022-02-12,20:21:58,8.25,0.99
1005849,4000,2022-02-12,20:22:23,9.0,0.99
1005850,3000,2022-02-12,20:24:30,11.75,0.35
1005851,1000,2022-02-12,20:25:14,27.5,1.38
1005852,1000,2022-02-12,20:25:34,6.75,0.81
1005853,3000,2022-02-12,20:27:11,6.5,0.58
1005854,2000,2022-02-12,20:27:58,21.0,1.89
1005855,1000,2022-02-12,20:28:38,14.75,1.92
1005856,4000,2022-02-12,20:30:39,8.0,0.8
1005857,4000,2022-02-12,20:31:55,6.25,0.0
1005858,2000,2022-02-12,20:35:11,13.0,1.04
1005859,3000,2022-02-12,20:39:25,26.75,1.07
1005860,4000,2022-02-12,20:44:35,15.0,1.95
1005861,2000,2022-02-12,20:45:41,4.0,0.12
1005862,3000,2022-02-12,20:46:41,7.5,0.75
1005863,4000,2022-02-12,20:48:44,4.5,0.09
1005864,2000,2022-02-12,20:50:40,15.5,0.31
1005865,2000,2022-02-12,20:58:38,17.5,2.27
1005866,1000,2022-02-12,21:01:19,18.5,2.22
1005867,1000,2022-02-12,21:02:45,10.75,0.97
1005868,1000,2022-02-12,21:03:07,10.25,1.33
1005869,3000,2022-02-12,21:05:06,8.25,0.91
1005870,2000,2022-02-12,21:05:36,5.5,0.33
1005871,2000,2022-02-12,21:05:53,7.0,0.49
1005872,2000,2022-02-12,21:07:16,29.0,2.61
1005873,3000,2022-02-12,21:07:32,17.75,1.6
1005874,3000,2022-02-12,21:12:37,18.25,2.74
1005875,4000,2022-02-12,21:14:54,6.75,0.88
1005876,1000,2022-02-12,21:15:27,16.0,1.92
1005877,1000,2022-02-12,21:16:38,7.0,0.7
1005878,3000,2022-02-12,21:21:27,14.0,1.26
1005879,4000,2022-02-12,21:23:30,11.75,0.82
1005880,3000,2022-02-12,21:24:00,13.25,1.72
1005881,3000,2022-02-12,21:24:24,28.5,3.71
1005882,3000,2022-02-12,21:25:25,3.25,0.33
1005883,1000,2022-02-12,21:25:56,34.5,4.14
1005884,1000,2022-02-12,21:26:57,11.5,1.61
1005885,3000,2022-02-12,21:31:45,25.0,3.25
1005886,2000,2022-02-12,21:33:43,4.25,0.64
1005887,1000,2022-02-12,21:37:16,19.0,1.71
1005888,3000,2022-02-12,21:37:21,54.95,5.5
1005889,1000,2022-02-12,21:37:33,12.75,0.77
1005890,2000,2022-02-12,21:39:50,5.75,0.58
1005891,1000,2022-02-12,21:40:32,14.5,1.16
1005892,3000,2022-02-12,21:41:05,13.0,1.43
1005893,4000,2022-02-12,21:45:23,4.5,0.49
1005894,1000,2022-02-12,21:46:17,6.25,0.81
1005895,3000,2022-02-12,21:48:10,9.0,1.08
1005896,4000,2022-02-12,21:52:17,30.25,1.51
1005897,4000,2022-02-12,21:57:11,4.5,0.0
1005898,3000,2022-02-12,21:58:36,7.75,1.01
1005899,2000,2022-02-12,21:59:00,13.0,0.26
1005900,3000,2022-02-12,21:59:26,10.75,0.65
1005901,1000,2022-02-12,22:14:37,5.5,0.49
1005902,3000,2022-02-12,22:24:48,13.0,0.52
1005903,3000,2022-02-12,22:33:12,5.5,0.0
1005904,2000,2022-02-12,22:33:27,11.25,0.0
1005905,2000,2022-02-13,11:03:51,14.0,0.7
1005906,1000,2022-02-13,11:14:48,4.25,0.47
1005907,3000,2022-02-13,11:19:37,7.25,0.65
1005908,2000,2022-02-13,11:46:21,5.0,0.0
1005909,2000,2022-02-13,11:55:26,13.0,0.26
1005910,1000,2022-02-13,11:58:49,20.25,2.02
1005911,4000,2022-02-13,12:03:07,26.7,1.87
1005912,2000,2022-02-13,12:07:50,5.25,0.16
1005913,2000,2022-02-13,12:40:44,38.5,0.77
1005914,2000,2022-02-13,12:53:36,18.0,1.62
1005915,1000,2022-02-13,12:53:46,6.5,0.46
1005916,1000,2022-02-13,12:54:25,28.95,0.0
1005917,2000,2022-02-13,12:55:42,19.5,1.95
1005918,1000,2022-02-13,12:59:20,5.25,0.37
1005919,4000,2022-02-13,13:06:30,6.0,0.54
1005920,4000,2022-02-13,13:08:55,11.0,0.55
1005921,4000,2022-02-13,13:26:23,14.25,1.28
1005922,3000,2022-02-13,13:54:16,4.5,0.58
1005923,2000,2022-02-13,14:07:32,11.25,1.24
1005924,1000,2022-02-13,14:08:02,24.75,2.97
1005925,1000,2022-02-13,14:10:15,37.5,1.12
1005926,1000,2022-02-13,14:14:28,8.5,0.26
1005927,1000,2022-02-13,14:20:41,6.0,0.6
1005928,2000,2022-02-13,14:24:21,13.25,1.33
1005929,1000,2022-02-13,14:27:38,7.0,0.42
1005930,3000,2022-02-13,14:28:38,6.25,0.81
1005931,3000,2022-02-13,14:32:46,7.5,0.9
1005932,4000,2022-02-13,14:54:00,13.0,0.52
1005933,3000,2022-02-13,14:57:13,8.0,0.4
1005934,2000,2022-02-13,15:11:42,14.25,0.29
1005935,3000,2022-02-13,15:21:23,4.0,0.52
1005936,1000,2022-02-13,15:22:47,17.75,1.24
1005937,2000,2022-02-13,15:41:12,17.0,2.04
1005938,3000,2022-02-13,16:00:08,7.75,0.08
1005939,2000,2022-02-13,16:00:38,23.25,1.63
1005940,3000,2022-02-13,16:14:17,34.25,0.34
1005941,4000,2022-02-13,16:45:19,25.25,2.53
1005942,3000,2022-02-13,16:58:10,11.25,0.45
1005943,4000,2022-02-13,17:05:00,18.25,1.09
1005944,2000,2022-02-13,17:09:10,4.5,0.45
1005945,1000,2022-02-13,17:09:55,11.75,1.41
1005946,2000,2022-02-13,17:09:58,39.0,5.07
1005947,4000,2022-02-13,17:12:21,4.5,0.09
1005948,2000,2022-02-13,17:23:10,41.75,4.59
1005949,1000,2022-02-13,17:24:36,8.0,0.32
1005950,3000,2022-02-13,17:43:47,20.25,0.41
1005951,3000,2022-02-13,17:48:51,9.25,1.2
1005952,1000,2022-02-13,18:08:16,10.25,1.23
1005953,3000,2022-02-13,18:11:06,7.25,0.36
1005954,3000,2022-02-13,18:12:09,25.75,3.61
1005955,3000,2022-02-13,18:15:08,8.75,0.88
1005956,2000,2022-02-13,18:15:40,25.0,0.75
1005957,4000,2022-02-13,18:18:59,11.0,0.88
1005958,3000,2022-02-13,18:20:54,28.75,2.88
1005959,2000,2022-02-13,18:22:57,28.0,0.84
1005960,3000,2022-02-13,18:29:29,14.25,2.14
1005961,2000,2022-02-13,18:29:36,14.0,1.96
1005962,2000,2022-02-13,18:31:45,20.75,2.91
1005963,2000,2022-02-13,18:37:02,5.25,0.42
1005964,4000,2022-02-13,18:39:54,12.0,1.08
1005965,1000,2022-02-13,18:40:07,6.5,0.39
1005966,1000,2022-02-13,18:42:04,12.5,0.0
1005967,1000,2022-02-13,18:43:54,16.5,0.66
1005968,3000,2022-02-13,18:44:21,8.0,0.88
1005969,4000,2022-02-13,18:44:29,30.75,2.77
1005970,1000,2022-02-13,18:48:52,5.0,0.25
1005971,3000,2022-02-13,18:54:12,4.5,0.18
1005972,1000,2022-02-13,18:56:10,8.0,0.72
1005973,3000,2022-02-13,18:57:07,12.5,1.0
1005974,4000,2022-02-13,18:59:51,15.75,0.16
1005975,2000,2022-02-13,19:01:49,20.75,2.7
1005976,3000,2022-02-13,19:02:51,4.25,0.26
1005977,2000,2022-02-13,19:04:48,13.0,1.43
1005978,3000,2022-02-13,19:05:12,7.5,0.45
1005979,3000,2022-02-13,19:05:39,6.0,0.48
1005980,4000,2022-02-13,19:09:56,8.0,1.12
1005981,1000,2022-02-13,19:10:06,8.25,0.83
1005982,1000,2022-02-13,19:11:12,3.25,0.23
1005983,1000,2022-02-13,19:11:14,35.0,5.25
1005984,2000,2022-02-13,19:13:05,6.75,0.68
1005985,1000,2022-02-13,19:16:17,5.0,0.45
1005986,4000,2022-02-13,19:16:45,4.5,0.09
1005987,3000,2022-02-13,19:19:20,10.25,0.61
1005988,3000,2022-02-13,19:22:40,13.25,1.33
1005989,1000,2022-02-13,19:24:52,4.0,0.28
1005990,3000,2022-02-13,19:25:18,4.25,0.34
1005991,3000,2022-02-13,19:26:35,28.25,2.26
1005992,3000,2022-02-13,19:27:05,8.5,0.68
1005993,4000,2022-02-13,19:27:35,6.75,0.2
1005994,2000,2022-02-13,19:29:46,16.5,1.32
1005995,3000,2022-02-13,19:31:54,12.25,0.24
1005996,3000,2022-02-13,19:37:20,19.0,0.38
1005997,4000,2022-02-13,19:38:53,6.0,0.42
1005998,1000,2022-02-13,19:47:50,5.75,0.69
1005999,2000,2022-02-13,19:52:45,30.5,3.35
1006000,1000,2022-02-13,19:56:21,7.75,0.08
1006001,1000,2022-02-13,20:00:19,12.0,0.36
1006002,2000,2022-02-13,20:01:57,12.25,1.1
1006003,3000,2022-02-13,20:11:03,4.75,0.0
1006004,4000,2022-02-13,20:14:14,4.5,0.18
1006005,3000,2022-02-13,20:14:53,20.0,1.6
1006006,1000,2022-02-13,20:16:26,41.0,0.0
1006007,3000,2022-02-13,20:16:51,17.5,1.93
1006008,4000,2022-02-13,20:19:37,21.25,2.76
1006009,1000,2022-02-13,20:21:33,13.5,0.14
1006010,3000,2022-02-13,20:22:06,5.5,0.44
1006011,2000,2022-02-13,20:28:21,13.0,1.69
1006012,3000,2022-02-13,20:29:41,6.0,0.0
1006013,1000,2022-02-13,20:34:07,30.75,1.54
1006014,4000,2022-02-13,20:35:45,3.25,0.36
1006015,2000,2022-02-13,20:36:48,4.25,0.21
1006016,4000,2022-02-13,20:44:47,10.5,0.32
1006017,2000,2022-02-13,20:45:57,25.75,0.0
1006018,3000,2022-02-13,20:46:43,13.0,1.95
1006019,3000,2022-02-13,20:48:25,17.25,0.52
1006020,1000,2022-02-13,20:49:09,11.25,0.79
1006021,2000,2022-02-13,20:49:55,5.5,0.33
1006022,1000,2022-02-13,20:57:29,5.75,0.17
1006023,4000,2022-02-13,20:57:38,6.0,0.42
1006024,2000,2022-02-13,20:58:18,11.5,0.46
1006025,2000,2022-02-13,21:03:50,5.75,0.06
1006026,3000,2022-02-13,21:09:36,4.75,0.43
1006027,2000,2022-02-13,21:10:52,4.5,0.27
1006028,2000,2022-02-13,21:15:51,10.75,0.21
1006029,1000,2022-02-13,21:18:06,9.25,0.55
1006030,3000,2022-02-13,21:26:37,5.5,0.39
1006031,1000,2022-02-13,21:27:44,4.5,0.45
1006032,2000,2022-02-13,21:28:42,13.75,0.14
1006033,3000,2022-02-13,21:31:04,17.5,0.18
1006034,1000,2022-02-13,21:32:22,10.0,0.3
1006035,4000,2022-02-13,21:40:55,24.25,0.24
1006036,1000,2022-02-13,21:43:17,24.25,2.67
1006037,1000,2022-02-13,21:46:59,4.0,0.4
1006038,3000,2022-02-13,21:52:03,7.75,1.16
1006039,2000,2022-02-13,21:52:16,17.0,2.04
1006040,4000,2022-02-13,21:54:25,11.75,0.94
1006041,3000,2022-02-13,21:55:29,12.5,1.12
1006042,2000,2022-02-13,21:58:38,12.0,0.12
1006043,3000,2022-02-13,22:01:43,24.5,1.23
1006044,4000,2022-02-13,22:18:06,20.25,1.42
1006045,3000,2022-02-13,22:44:13,6.75,0.2
1006046,2000,2022-02-13,22:53:44,6.75,0.61
1006047,2000,2022-02-13,22:55:10,9.25,0.74
1006048,1000,2022-02-13,22:58:15,21.0,1.68
1006049,1000,2022-02-14,11:03:38,20.5,2.25
1006050,3000,2022-02-14,11:06:29,15.0,0.15
1006051,4000,2022-02-14,11:17:43,27.45,1.1
1006052,2000,2022-02-14,11:21:55,28.95,2.03
1006053,1000,2022-02-14,11:30:44,12.0,1.44
1006054,1000,2022-02-14,11:32:00,3.75,0.3
1006055,1000,2022-02-14,11:35:57,14.0,0.28
1006056,3000,2022-02-14,11:39:15,8.5,1.1
1006057,2000,2022-02-14,11:43:27,11.25,0.0
1006058,1000,2022-02-14,11:56:06,7.0,0.98
1006059,2000,2022-02-14,12:04:25,12.0,0.72
1006060,3000,2022-02-14,12:14:01,24.25,3.64
1006061,3000,2022-02-14,12:20:31,12.0,0.72
1006062,2000,2022-02-14,12:26:23,10.0,0.2
1006063,3000,2022-02-14,12:27:56,10.5,0.0
1006064,1000,2022-02-14,12:28:22,19.25,0.77
1006065,1000,2022-02-14,12:29:54,5.0,0.65
1006066,4000,2022-02-14,12:31:38,5.25,0.05
1006067,3000,2022-02-14,12:32:55,9.25,0.46
1006068,1000,2022-02-14,12:52:55,12.25,0.0
1006069,1000,2022-02-14,12:56:29,7.75,0.23
1006070,4000,2022-02-14,13:09:51,15.5,1.24
1006071,4000,2022-02-14,13:12:20,7.5,0.67
1006072,3000,2022-02-14,13:22:19,10.75,1.29
1006073,2000,2022-02-14,13:45:33,29.75,0.89
1006074,3000,2022-02-14,13:51:21,20.0,2.6
1006075,4000,2022-02-14,13:58:56,10.5,0.63
1006076,2000,2022-02-14,14:00:06,7.5,0.9
1006077,4000,2022-02-14,14:06:59,5.5,0.77
1006078,2000,2022-02-14,14:16:01,18.25,0.18
1006079,3000,2022-02-14,14:21:57,6.75,0.14
1006080,3000,2022-02-14,14:27:26,25.0,2.0
1006081,1000,2022-02-14,14:38:28,4.5,0.4
1006082,4000,2022-02-14,14:42:45,24.75,1.98
1006083,3000,2022-02-14,14:47:37,6.0,0.0
1006084,1000,2022-02-14,14:56:15,5.0,0.3
1006085,3000,2022-02-14,15:08:16,33.25,2.99
1006086,1000,2022-02-14,15:08:34,5.25,0.68
1006087,4000,2022-02-14,15:14:40,6.75,0.81
1006088,3000,2022-02-14,15:19:40,46.75,2.34
1006089,1000,2022-02-14,15:23:07,12.75,1.28
1006090,1000,2022-02-14,15:25:29,35.0,0.0
1006091,4000,2022-02-14,15:31:12,8.75,0.18
1006092,3000,2022-02-14,15:37:13,4.75,0.14
1006093,2000,2022-02-14,15:38:59,21.0,0.0
1006094,4000,2022-02-14,15:50:49,8.0,1.2
1006095,3000,2022-02-14,16:18:23,4.5,0.27
1006096,1000,2022-02-14,16:22:20,6.0,0.72
1006097,3000,2022-02-14,16:22:33,38.75,3.88
1006098,3000,2022-02-14,16:30:55,12.25,1.23
1006099,1000,2022-02-14,16:39:09,13.5,1.08
1006100,4000,2022-02-14,16:45:48,10.25,0.51
1006101,4000,2022-02-14,17:08:48,15.75,1.1
1006102,2000,2022-02-14,17:10:59,10.25,1.03
1006103,4000,2022-02-14,17:16:44,24.25,1.7
1006104,1000,2022-02-14,17:20:50,6.25,0.19
1006105,4000,2022-02-14,17:33:22,3.25,0.42
1006106,2000,2022-02-14,17:37:45,7.75,1.09
1006107,2000,2022-02-14,17:49:52,7.75,0.39
1006108,4000,2022-02-14,17:59:10,6.0,0.66
1006109,3000,2022-02-14,18:00:04,4.5,0.4
1006110,3000,2022-02-14,18:00:21,28.25,3.11
1006111,1000,2022-02-14,18:01:14,6.0,0.78
1006112,2000,2022-02-14,18:03:16,5.0,0.25
1006113,4000,2022-02-14,18:16:38,10.75,1.4
1006114,1000,2022-02-14,18:17:56,18.95,2.65
1006115,3000,2022-02-14,18:18:36,6.75,0.47
1006116,1000,2022-02-14,18:19:27,4.5,0.23
1006117,4000,2022-02-14,18:19:33,11.0,1.1
1006118,3000,2022-02-14,18:22:10,4.5,0.58
1006119,3000,2022-02-14,18:22:55,5.0,0.55
1006120,3000,2022-02-14,18:23:11,12.0,0.6
1006121,4000,2022-02-14,18:25:57,12.25,0.86
1006122,2000,2022-02-14,18:29:30,5.25,0.58
1006123,1000,2022-02-14,18:30:35,30.7,0.31
1006124,4000,2022-02-14,18:31:18,25.25,0.51
1006125,1000,2022-02-14,18:32:37,6.5,0.65
1006126,3000,2022-02-14,18:32:39,11.5,0.69
1006127,3000,2022-02-14,18:35:00,11.75,1.76
1006128,3000,2022-02-14,18:36:12,6.0,0.9
1006129,4000,2022-02-14,18:37:05,19.0,0.38
1006130,4000,2022-02-14,18:39:16,6.75,0.14
1006131,2000,2022-02-14,18:41:24,5.25,0.58
1006132,4000,2022-02-14,18:45:33,7.25,0.94
1006133,4000,2022-02-14,18:46:48,5.25,0.58
1006134,4000,2022-02-14,18:47:37,6.5,0.2
1006135,2000,2022-02-14,18:48:02,4.25,0.04
1006136,4000,2022-02-14,18:48:08,12.75,1.02
1006137,4000,2022-02-14,18:55:25,14.5,0.29
1006138,2000,2022-02-14,18:59:01,25.75,3.35
1006139,2000,2022-02-14,18:59:59,32.0,0.0
1006140,4000,2022-02-14,19:00:06,5.5,0.6
1006141,2000,2022-02-14,19:01:56,10.75,0.65
1006142,2000,2022-02-14,19:14:36,11.75,1.29
1006143,1000,2022-02-14,19:15:30,6.5,0.78
1006144,2000,2022-02-14,19:16:38,3.25,0.26
1006145,4000,2022-02-14,19:19:40,4.0,0.2
1006146,1000,2022-02-14,19:19:58,8.25,0.83
1006147,2000,2022-02-14,19:21:24,27.25,0.0
1006148,1000,2022-02-14,19:21:26,16.75,1.51
1006149,3000,2022-02-14,19:23:38,18.25,2.56
1006150,4000,2022-02-14,19:27:35,7.75,1.16
1006151,4000,2022-02-14,19:29:15,11.5,1.15
1006152,4000,2022-02-14,19:29:21,12.25,0.61
1006153,2000,2022-02-14,19:30:39,16.0,0.96
1006154,3000,2022-02-14,19:31:57,10.0,0.9
1006155,1000,2022-02-14,19:32:08,19.5,2.92
